From,To,Fare
Savar,Shyamoli,43
Savar,Technical,43
Savar,Tikatuli,88
Savar,Uthulli,135
Savar,Vashantek,65
Savar,Victoria Park,90
Savar,Zillur Rahman Flyover,63
Savar,Zippo,83
Saydpur,Agla Bazar,28
Saydpur,Bagmara,41
Saydpur,Bajonpar,37
Saydpur,Bakhyakhali,76
Saydpur,Baupra,55
Saydpur,Fulbaria,39
Saydpur,Jinjira,30
Saydpur,Kharattar,20
Saydpur,Khasia Khali Beribadh,91
Saydpur,Kopakhola Bazar,19
Saydpur,Mashir Kanda,44
Saydpur,Nayabazar,36
Saydpur,Nobabganj,42
Saydpur,Ramer Kanda,10
Saydpur,Suroganj,40
Saydpur,Tikarpur,24
Sayedabad,Abdullahpur,45
Sayedabad,Agargaon,26
Sayedabad,Airport,61
Sayedabad,Ansarcamp,42
Sayedabad,Aramabag,10
Sayedabad,Asadgate,42
Sayedabad,Azimpur,17
Sayedabad,Badda,26
Sayedabad,Baluhat,36
Sayedabad,Bangabandhu College,46
Sayedabad,Bangladesh Bank,10
Sayedabad,Banglamotor,30
Sayedabad,Basabo,10
Sayedabad,Board Bazar,66
Sayedabad,Cherag Ali,60
Sayedabad,Chidriyakhana,49
Sayedabad,Chiriyakhana,49
Sayedabad,Chowrasta,75
Sayedabad,Cine Cinema Hall,48
Sayedabad,College Gate,31
Sayedabad,Dainik Bangla,10
Sayedabad,Darussalam,36
Sayedabad,Dayabari,82
Sayedabad,Dayabari Chowrasta,49
Sayedabad,Dhaor,66
Sayedabad,Epijed,98
Sayedabad,Farmgate,35
Sayedabad,Gabtoli,65
Sayedabad,Gazipur,100
Sayedabad,Gulistan,17
Sayedabad,Hemayetpur,94
Sayedabad,ISBI Chattar,28
Sayedabad,Ikuria,11
Sayedabad,Ittifaq,10
Sayedabad,Jatrabari,10
Sayedabad,Jurain,10
Sayedabad,Kachpur,22
Sayedabad,Kachpur Bridge,25
Sayedabad,Kakoli,25
Sayedabad,Kalabagan,25
Sayedabad,Kalapani,47
Sayedabad,Kallshi,86
Sayedabad,Kalyanpur,34
Sayedabad,Kamarpara,46
Sayedabad,Kamlapur,14
Sayedabad,Kawranbazar,25
Sayedabad,Kazipara,39
Sayedabad,Khilgaon Flyover,10
Sayedabad,Khilkhet,36
Sayedabad,Kuril Bishwaroad,33
Sayedabad,Kuril Flyover,61
Sayedabad,Link Road,15
Sayedabad,Madanganj,60
Sayedabad,Malibagh,14
Sayedabad,Malibagh Chowdhuri Para,11
Sayedabad,Malibagh Chowdhury Para,11
Sayedabad,Maniknagar,10
Sayedabad,Maskat Plaza,49
Sayedabad,Mirpur Rupnagar,48
Sayedabad,Mirpur-1,49
Sayedabad,Mirpur-10,80
Sayedabad,Mirpur-11,82
Sayedabad,Mirpur-12,83
Sayedabad,Mirpur-2,49
Sayedabad,Moghbazar,16
Sayedabad,Moh. Zillur Rahman Flyover,32
Sayedabad,Mohakhali,29
Sayedabad,Motijheel,16
Sayedabad,Motijheel (Shapla Chattar),16
Sayedabad,Mouchak,13
Sayedabad,Mugda,10
Sayedabad,Nabinagar,98
Sayedabad,Nandan Park,125
Sayedabad,Narayanganj,40
Sayedabad,Narayanganj Link Road,12
Sayedabad,Nilkhet,16
Sayedabad,Notun Bazar,29
Sayedabad,Palton,19
Sayedabad,Postogola,10
Sayedabad,Postogola Bridge,10
Sayedabad,Press Club,22
Sayedabad,Purabi,39
Sayedabad,Rajarbag,10
Sayedabad,Rampura,25
Sayedabad,Rayerbag,10
Sayedabad,Sainboard,29
Sayedabad,Satorasta,20
Sayedabad,Savar,93
Sayedabad,Science Lab,22
Sayedabad,Shahbag,25
Sayedabad,Shahbagh,25
Sayedabad,Shapla Chattar,10
Sayedabad,Shewra Para,34
Sayedabad,Shonir Akhra,13
Sayedabad,Shyamoli,50
Sayedabad,Stadium,13
Sayedabad,Technical,38
Sayedabad,Tikatuli,10
Sayedabad,Titipadar,10
Sayedabad,Tongi,55
Sayedabad,Tongi Bazar,55
Sayedabad,Tongi Bostuhara,66
Sayedabad,UBL,10
Sayedabad,Zippo,16
Science Lab,Ansarcamp,19
Science Lab,Asad Gate,15
Science Lab,Asadgate,11
Science Lab,Azimpur,16
Science Lab,Babu Bazar Bridge,30
Science Lab,Badda Link Road,28
Science Lab,Bandura,111
Science Lab,Bangla College,18
Science Lab,Bangladesh Bank,20
Science Lab,Basabo,19
Science Lab,Beribadh,119
Science Lab,Bhulta,77
Science Lab,Bisila,22
Science Lab,Bonshri,26
Science Lab,Bosila,17
Science Lab,Bosila Sinengi Stand,14
Science Lab,Buet,10
Science Lab,Chankharpul,22
Science Lab,Chidriyakhana,22
Science Lab,College Gate,12
Science Lab,Dayaganj Road,21
Science Lab,Demra Bridge,48
Science Lab,Demra Staff Quarter,44
Science Lab,Dhaka City College,10
Science Lab,Dhanmondi,10
Science Lab,Dhanmondi-15,10
Science Lab,Dhopekhola,20
Science Lab,Duaripara,26
Science Lab,Epijed,88
Science Lab,Fakirapool,18
Science Lab,Farmgate,10
Science Lab,Fulbaria,22
Science Lab,Gabtoli,23
Science Lab,Gausia/Chidanichak,10
Science Lab,Ghatachar,24
Science Lab,Gulistan,17
Science Lab,Gulistan Moor,12
Science Lab,Gulshan-1,22
Science Lab,Gwashpur,19
Science Lab,Hanif Flyover,11
Science Lab,High Court,10
Science Lab,Jatrabari,60
Science Lab,Jigatola,10
Science Lab,Kachpur,25
Science Lab,Kadamtoli,36
Science Lab,Kakrail,13
Science Lab,Kalabagan,10
Science Lab,Kalyanpur,15
Science Lab,Kamlapur,15
Science Lab,Kataban,10
Science Lab,Khaiysyakhali Beribadh,116
Science Lab,Khilgaon Khidma Hospital,25
Science Lab,Khilgaon Railgate,22
Science Lab,Khilgaon Taltola,29
Science Lab,Komarganaj,104
Science Lab,Konaakhola,36
Science Lab,Kuril Bishwa Road,39
Science Lab,Madanpur,33
Science Lab,Manikganj,149
Science Lab,Meradiya (New Road),32
Science Lab,Mirpur Majar Road,26
Science Lab,Mirpur Thana,20
Science Lab,Mirpur-1,22
Science Lab,Mirpur-10,26
Science Lab,Mirpur-14,29
Science Lab,Mohakhali,12
Science Lab,Mohammadpur,20
Science Lab,Mohammadpur (Asad Avenue),10
Science Lab,Mohammadpur (Bosila Road),10
Science Lab,Mohammadpur (Japan Garden City),19
Science Lab,Mohammadpur Bus Stand,10
Science Lab,Motijheel (Shapla Chattar),14
Science Lab,Motijhil,10
Science Lab,Mouchak,15
Science Lab,Mugda,15
Science Lab,Muktivaban,10
Science Lab,Nabinagar,70
Science Lab,Naya Bazar,29
Science Lab,New Market,10
Science Lab,Nilkhet,10
Science Lab,Notun Bazar,29
Science Lab,Pagla Bazar,14
Science Lab,Palton,11
Science Lab,Paturiya,218
Science Lab,Postogola,25
Science Lab,Press Club,10
Science Lab,Proshika,24
Science Lab,Rampura (Bonshree),25
Science Lab,Rasel Square,10
Science Lab,Rayerbag,18
Science Lab,Ruhitpur,44
Science Lab,Sadarghat,19
Science Lab,Sainboard,36
Science Lab,Savar,62
Science Lab,Sayedabad,22
Science Lab,Shahbag,10
Science Lab,Shahbagh,11
Science Lab,Shankor,16
Science Lab,Shapla Chattar,10
Science Lab,Shonir Akhra,29
Science Lab,Shyamoli,16
Science Lab,Sobhanbag,10
Science Lab,Sonargaon,79
Science Lab,Sukrabad,10
Science Lab,Technical,18
Science Lab,Tikkarpur,46
Science Lab,Titipadar,17
Science Lab,Town Hall,10
Senic Club,Badda Link Road,16
Senic Club,Banani,10
Senic Club,Beraid,38
Senic Club,Gulshan-1,14
Senic Club,Kochukhet,10
Senic Club,Mirpur-1,16
Senic Club,Mirpur-2,14
Senic Club,Mohakhali Amtoli,11
Senic Club,Notun Bazar,21
Shahali Majar,Asadgate,19
Shahali Majar,Dhaor Moor,33
Shahali Majar,Diayabari (Beribadh),10
Shahali Majar,Jirab,33
Shahali Majar,Kamaranjirchar (Beribadh),43
Shahali Majar,Kashem Pur,70
Shahali Majar,Konabari,92
Shahali Majar,Mirpur-1,10
Shahali Majar,Mohammadpur,22
Shahali Majar,Narsimhpur,58
Shahali Majar,Technical,14
Shahbag,Abdullahpur,43
Shahbag,Airport,29
Shahbag,Ansarcamp,22
Shahbag,Asadgate,22
Shahbag,Azimpur,36
Shahbag,Babu Bazar Bridge,12
Shahbag,Baipail,59
Shahbag,Baluhat,20
Shahbag,Bangladesh Bank,18
Shahbag,Banglamotor,10
Shahbag,Basabo,16
Shahbag,Bezgaon Choirasta,46
Shahbag,Bijoy Smroni,10
Shahbag,Bishwaroad,22
Shahbag,Bisila,23
Shahbag,Bonshri,22
Shahbag,Bosila,20
Shahbag,Bosila Sinengi Stand,18
Shahbag,Chidriyakhana,26
Shahbag,College Gate,16
Shahbag,Darussalam,19
Shahbag,Dayaganj Road,19
Shahbag,Demra Staff Quarter,15
Shahbag,Dhanmondi,11
Shahbag,Dhanmondi-15,10
Shahbag,Fakirapool,16
Shahbag,Farmgate,10
Shahbag,Fulbaria,10
Shahbag,Gabtoli,46
Shahbag,Ghatachar,26
Shahbag,Golapshah Majar,10
Shahbag,Gulistan,10
Shahbag,Gulistan Moor,10
Shahbag,Gwashpur,22
Shahbag,Hanif Flyover,10
Shahbag,Hemayetpur,63
Shahbag,Ittifaq,12
Shahbag,Jatrabari,46
Shahbag,Jigatola,10
Shahbag,Kachpur,23
Shahbag,Kachpur Bridge,40
Shahbag,Kajla,10
Shahbag,Kakoli,22
Shahbag,Kakrail,10
Shahbag,Kalabagan,10
Shahbag,Kallshi,34
Shahbag,Kalyanpur,19
Shahbag,Kamarpara,47
Shahbag,Kamlapur,10
Shahbag,Kataban,10
Shahbag,Kawran Bazar,10
Shahbag,Kawranbazar,10
Shahbag,Kazipara,19
Shahbag,Keraniganj (New Jail),52
Shahbag,Khilgaon Khidma Hospital,22
Shahbag,Khilgaon Railgate,18
Shahbag,Konapara,12
Shahbag,Madanpur,31
Shahbag,Maktsa Bhaban,10
Shahbag,Maoyghat,88
Shahbag,Matsabhaban,10
Shahbag,Mirpur-1,26
Shahbag,Mirpur-10,22
Shahbag,Mirpur-11,24
Shahbag,Mirpur-12,26
Shahbag,Mohakhali,15
Shahbag,Mohammadpur,21
Shahbag,Mohammadpur (Asad Avenue),15
Shahbag,Mohammadpur (Bosila Road),15
Shahbag,Mohammadpur (Japan Garden City),23
Shahbag,Mohammadpur Bus Stand,11
Shahbag,Motijheel,10
Shahbag,Motijhil,10
Shahbag,Motijhil (Notre Dame College),10
Shahbag,Motijhil (Tiratail),10
Shahbag,Mouchak,10
Shahbag,Mugda,13
Shahbag,Nabinagar,99
Shahbag,Nilkhet,22
Shahbag,Palton,10
Shahbag,Postogola,22
Shahbag,Press Club,10
Shahbag,Rayerbag,16
Shahbag,Sainboard,54
Shahbag,Savar,77
Shahbag,Sayedabad,25
Shahbag,Science Lab,10
Shahbag,Shankor,18
Shahbag,Shewra Para,19
Shahbag,Shonir Akhra,32
Shahbag,Shyamoli,18
Shahbag,Sonargaon,79
Shahbag,Stadium,10
Shahbag,Staffroad,22
Shahbag,Sukrabad,12
Shahbag,Technical,21
Shahbag,Tikatuli,10
Shahbag,Town Hall,10
Shahbag,UBL,10
Shahbagh,Asad Gate,16
Shahbagh,Asadgate,15
Shahbagh,Azimpur,10
Shahbagh,Badda Link Road,25
Shahbagh,Banglamotor,10
Shahbagh,Bhulta,66
Shahbagh,Cantonment Signal Gate,24
Shahbagh,Chashada Buss Stand,32
Shahbagh,Demra Bridge,42
Shahbagh,Demra Staff Quarter,39
Shahbagh,Dhamrai,76
Shahbagh,Eden College,10
Shahbagh,Epijed,98
Shahbagh,Farmgate,10
Shahbagh,Fulbaria,10
Shahbagh,Gabtoli,35
Shahbagh,Gulistan,10
Shahbagh,Gulshan-1,20
Shahbagh,Hemayetpur,63
Shahbagh,High Court,10
Shahbagh,ISBI Chattar,25
Shahbagh,Jatrabari,26
Shahbagh,Kakrail,10
Shahbagh,Kalabagan,11
Shahbagh,Kallshi Mor,26
Shahbagh,Kamlapur,83
Shahbagh,Kawran Bazar,10
Shahbagh,Kazipara,19
Shahbagh,Kochukhet,21
Shahbagh,Kuril Bishwa Road,34
Shahbagh,Madanganj,76
Shahbagh,Manikganj,152
Shahbagh,Mayor Mohd Hanif Flyover,10
Shahbagh,Meghna Ghat,70
Shahbagh,Meradiya (New Road),21
Shahbagh,Mirpur DOHS,35
Shahbagh,Mirpur-10,22
Shahbagh,Mirpur-11,25
Shahbagh,Mirpur-12,26
Shahbagh,Mirpur-14,22
Shahbagh,Mohakhali,10
Shahbagh,Mohammadpur,22
Shahbagh,Motijheel,16
Shahbagh,Mouchak,13
Shahbagh,Muktivaban,10
Shahbagh,Nabinagar,77
Shahbagh,Nandan Park,112
Shahbagh,Narayanganj,46
Shahbagh,New Market,10
Shahbagh,Nilkhet,10
Shahbagh,Notun Bazar,25
Shahbagh,Palashi,10
Shahbagh,Palton,10
Shahbagh,Paturiya,220
Shahbagh,Press Club,10
Shahbagh,Rampura (Bonshree),22
Shahbagh,Sadarghat,14
Shahbagh,Sainboard,54
Shahbagh,Savar,68
Shahbagh,Sayedabad,25
Shahbagh,Science Lab,11
Shahbagh,Shewra Para,17
Shahbagh,Shonir Akhra,31
Shahbagh,Shyamoli,22
Shahbagh,Technical,19
Shahbagh,Tikatuli,18
Shahbagh,Victoria Park,40
Shahbagh,Work Shop,20
Shahbagh,Zippo,13
Shankor,Azimpur,10
Shankor,Bisila,10
Shankor,Dhaka City College,10
Shankor,Dhanmondi,10
Shankor,Dhanmondi-15,10
Shankor,Dhopekhola,22
Shankor,Ghatachar,17
Shankor,Gulistan,23
Shankor,Hanif Flyover,24
Shankor,Jigatola,10
Shankor,Kachpur,42
Shankor,Madanpur,47
Shankor,Mohammadpur,10
Shankor,New Market,10
Shankor,Nilkhet,10
Shankor,Press Club,19
Shankor,Rayerbag,31
Shankor,Science Lab,16
Shankor,Shahbag,18
Shankor,Shonir Akhra,29
Shankor,Shyamoli,10
Shankor,Sonargaon,79
Shaoda Bazar,Abdullahpur,19
Shaoda Bazar,Airport,10
Shaoda Bazar,Dhour,37
Shaoda Bazar,Gabtoli,27
Shaoda Bazar,Kallshi,10
Shaoda Bazar,Kamarpara,25
Shaoda Bazar,Mirpur-1,19
Shaoda Bazar,Nabinagar,80
Shaoda Bazar,Original-10,16
Shaoda Bazar,Proshika Moor,18
Shaoda Bazar,Savar,61
Shaoda Bazar,Zillur Rahman Flyover,10
Shapla Chattar,Aramabag,10
Shapla Chattar,Asadgate,19
Shapla Chattar,Bangla College,26
Shapla Chattar,Basabo,15
Shapla Chattar,Dainik Bangla,10
Shapla Chattar,Farmgate,14
Shapla Chattar,Kalabagan,13
Shapla Chattar,Kamlapur,10
Shapla Chattar,Kazipara,29
Shapla Chattar,Khilgaon Railgate,15
Shapla Chattar,Khilgaon Taltola,22
Shapla Chattar,Mirpur Rupnagar,40
Shapla Chattar,Mirpur-1,29
Shapla Chattar,Mirpur-10,36
Shapla Chattar,Mirpur-11,34
Shapla Chattar,Mirpur-12,37
Shapla Chattar,Mirpur-14,42
Shapla Chattar,Palton,10
Shapla Chattar,Sayedabad,10
Shapla Chattar,Science Lab,10
Shapla Chattar,Shewra Para,26
Shapla Chattar,Shyamoli,23
Shapla Chattar,Sukrabad,16
Shewra,Abdullahpur,19
Shewra,Airport,13
Shewra,Banani,10
Shewra,Bijoy Nagar,10
Shewra,Fantasy Kingdom,62
Shewra,Gulistan (Hanif Flyover),15
Shewra,House Building,17
Shewra,Jatrabari,18
Shewra,Kakrail,10
Shewra,Kamarpara,22
Shewra,Moghbazar,10
Shewra,Mohakhali,10
Shewra,Mouchak,10
Shewra,Nilkhet,10
Shewra,Palton,12
Shewra,Sainboard,40
Shewra,Satorasta,10
Shewra Bazar,Abdullahpur,26
Shewra Bazar,Airport,10
Shewra Bazar,Asad Avenue,40
Shewra Bazar,Bochila,47
Shewra Bazar,Bosila,41
Shewra Bazar,Dhour,32
Shewra Bazar,Jasimuddin,20
Shewra Bazar,Kallshi,11
Shewra Bazar,Kalyanpur,33
Shewra Bazar,Kamarpara,28
Shewra Bazar,Mirpur-1,28
Shewra Bazar,Mirpur-10,20
Shewra Bazar,Mirpur-11,18
Shewra Bazar,Mirpur-2,24
Shewra Bazar,Purabi,14
Shewra Bazar,Shyamoli,36
Shewra Bazar,Technical,29
Shewra Bazar,Uttara,10
Shewra Para,Abdullahpur,46
Shewra Para,Agargaon,10
Shewra Para,Airport,37
Shewra Para,Aramabag,29
Shewra Para,Azimpur,26
Shewra Para,Banglamotor,13
Shewra Para,Bekali Hotel,10
Shewra Para,Bijoy Smroni,10
Shewra Para,Chashada Buss Stand,45
Shewra Para,Chiriyakhana,13
Shewra Para,College Gate,14
Shewra Para,Dainik Bangla,25
Shewra Para,Dakeswari Temple,25
Shewra Para,Dhanmondi,14
Shewra Para,Dhour,60
Shewra Para,Duaripara,13
Shewra Para,Farmgate,12
Shewra Para,Gulistan,25
Shewra Para,ISBI Chattar,21
Shewra Para,ISBI Moor,20
Shewra Para,Ikuria,40
Shewra Para,Japan Garden City,13
Shewra Para,Jatrabari,33
Shewra Para,Kachpur Bridge,61
Shewra Para,Kallshi,17
Shewra Para,Kamlapur,30
Shewra Para,Kazipara,10
Shewra Para,Manikdi (ISBI Moor),15
Shewra Para,Manikmia Avenue,16
Shewra Para,Mayor Mohd Hanif Flyover,21
Shewra Para,Mirpur 11.5,10
Shewra Para,Mirpur Rupnagar,13
Shewra Para,Mirpur-10,16
Shewra Para,Mirpur-11,10
Shewra Para,Mirpur-12,29
Shewra Para,Mirpur-2,10
Shewra Para,Moghbazar,16
Shewra Para,Motijheel,25
Shewra Para,Mouchak,17
Shewra Para,Narayanganj,52
Shewra Para,New Market,13
Shewra Para,Palton,22
Shewra Para,Postogola Bridge,35
Shewra Para,Press Club,20
Shewra Para,Sainboard,84
Shewra Para,Sayedabad,34
Shewra Para,Shahbag,19
Shewra Para,Shahbagh,17
Shewra Para,Shapla Chattar,26
Shewra Para,Shismela,10
Shewra Para,Shonir Akhra,28
Shewra Para,Shyamoli Ring Road,10
Shewra Para,Sukrabad,18
Shewra Para,Tikatuli,26
Shewra Para,Zippo,17
Shia Mosque,Asadgate,10
Shia Mosque,Azimpur,19
Shia Mosque,Bochila,10
Shia Mosque,Chankharpul,23
Shia Mosque,Manik Mia,10
Shia Mosque,Mohammadpur Town Hall,10
Shia Mosque,New Market,14
Shia Mosque,Sainboard,41
Shia Mosque,Shonir Akhra,36
Shia Mosque,Shukkrabad,10
Shigomela,Abdullahpur,41
Shigomela,Agargaon,10
Shigomela,Airport,37
Shigomela,Asholia,65
Shigomela,Banani,19
Shigomela,Dhour,57
Shigomela,Mohakhali,14
Shigomela,Mohammadpur Shia Mosque,10
Shigomela,Nabinagar (Savar),88
Shigomela,Shyamoli,10
Shigomela,Uttara,40
Shismela,Agargaon,10
Shismela,Azimpur,18
Shismela,College Gate,10
Shismela,ISBI Moor,28
Shismela,Kallshi,19
Shismela,Kazipara,11
Shismela,Manikdi (ISBI Moor),22
Shismela,Manikmia Avenue,10
Shismela,Mirpur-10,24
Shismela,Mirpur-11,16
Shismela,Mirpur-12,38
Shismela,New Market,10
Shismela,Shewra Para,10
Shismela,Sukrabad,10
Shonir Akhra,Asadgate,51
Shonir Akhra,Azimpur,15
Shonir Akhra,Banglamotor,38
Shonir Akhra,Bisila,38
Shonir Akhra,Bochila,42
Shonir Akhra,Chankharpul,11
Shonir Akhra,Chashada Buss Stand,21
Shonir Akhra,Chidriyakhana,52
Shonir Akhra,Dayabari,90
Shonir Akhra,Dhanmondi,22
Shonir Akhra,Eden College,25
Shonir Akhra,Epijed,112
Shonir Akhra,Farmgate,46
Shonir Akhra,Gabtoli,71
Shonir Akhra,Ghatachar,39
Shonir Akhra,Gulistan,24
Shonir Akhra,Hanif Flyover,10
Shonir Akhra,Hemayetpur,91
Shonir Akhra,ISBI Chattar,34
Shonir Akhra,Jatrabari,12
Shonir Akhra,Jigatola,21
Shonir Akhra,Kachpur,10
Shonir Akhra,Kakoli,30
Shonir Akhra,Kalabagan,33
Shonir Akhra,Kamlapur,22
Shonir Akhra,Kazipara,32
Shonir Akhra,Link Road,10
Shonir Akhra,Madanpur,11
Shonir Akhra,Malibagh,19
Shonir Akhra,Manik Mia,28
Shonir Akhra,Matsabhaban,28
Shonir Akhra,Mayor Mohd Hanif Flyover,10
Shonir Akhra,Meghna Ghat,55
Shonir Akhra,Mirpur-1,56
Shonir Akhra,Mirpur-10,36
Shonir Akhra,Mirpur-11,38
Shonir Akhra,Mirpur-12,44
Shonir Akhra,Mirpur-2,54
Shonir Akhra,Moghbazar,19
Shonir Akhra,Mohakhali,29
Shonir Akhra,Mohammadpur,33
Shonir Akhra,Mohammadpur Town Hall,39
Shonir Akhra,Motijheel,22
Shonir Akhra,Motijheel (Shapla Chattar),23
Shonir Akhra,Nabinagar,112
Shonir Akhra,Nandan Park,130
Shonir Akhra,Narayanganj,35
Shonir Akhra,Narayanganj Link Road,10
Shonir Akhra,New Market,22
Shonir Akhra,Palashi,29
Shonir Akhra,Palton,26
Shonir Akhra,Press Club,29
Shonir Akhra,Purabi,37
Shonir Akhra,Rayerbag,10
Shonir Akhra,Sainboard,15
Shonir Akhra,Savar,101
Shonir Akhra,Sayedabad,13
Shonir Akhra,Science Lab,29
Shonir Akhra,Shahbag,32
Shonir Akhra,Shahbagh,31
Shonir Akhra,Shankor,29
Shonir Akhra,Shewra Para,28
Shonir Akhra,Shia Mosque,36
Shonir Akhra,Shukkrabad,26
Shonir Akhra,Shyamoli,58
Shonir Akhra,Sonargaon,79
Shonir Akhra,Technical,45
Shonir Akhra,Tikatuli,16
Shonir Akhra,Titipadar,11
Shonir Akhra,Zippo,23
Shukkrabad,Asadgate,10
Shukkrabad,Azimpur,10
Shukkrabad,Bochila,16
Shukkrabad,Chankharpul,11
Shukkrabad,Manik Mia,10
Shukkrabad,Mohammadpur Town Hall,12
Shukkrabad,New Market,10
Shukkrabad,Sainboard,30
Shukkrabad,Shia Mosque,10
Shukkrabad,Shonir Akhra,26
Shyalbari,Fakirapool,46
Shyalbari,Kakoli,28
Shyalbari,Kakrail,42
Shyalbari,Kallshi Moor,14
Shyalbari,Kamlapur (Pirojganj Mazar),52
Shyalbari,Malibagh,41
Shyalbari,Moghbazar,39
Shyalbari,Moh. Zillur Rahman Flyover,24
Shyalbari,Mohakhali,33
Shyalbari,Original Dash,10
Shyalbari,Purabi,10
Shyalbari,Satorasta,36
Shyamoli,Abdullahpur,48
Shyamoli,Agargaon,10
Shyamoli,Airport,40
Shyamoli,Amin Bazar,10
Shyamoli,Ansarcamp,10
Shyamoli,Asad Avenue,10
Shyamoli,Asadgate,11
Shyamoli,Asholia,66
Shyamoli,Azimpur,14
Shyamoli,Azimpur (Dakeswari),16
Shyamoli,Babu Bazar Bridge,30
Shyamoli,Banani,20
Shyamoli,Bangla College,10
Shyamoli,Bangladesh Bank,28
Shyamoli,Banglamotor,18
Shyamoli,Baniajuri,143
Shyamoli,Barangail,157
Shyamoli,Basabo,80
Shyamoli,Bisila,10
Shyamoli,Bochila,12
Shyamoli,Bonshree (Meradiya),24
Shyamoli,Bosila,12
Shyamoli,Bosila Bridge,11
Shyamoli,Chidriyakhana,13
Shyamoli,Chiriyakhana,13
Shyamoli,Chun Kutia,32
Shyamoli,College Gate,10
Shyamoli,Darussalam,10
Shyamoli,Dayaganj Road,29
Shyamoli,Dhanmondi,10
Shyamoli,Dhaor,40
Shyamoli,Dhour,72
Shyamoli,Diayabari Moor,16
Shyamoli,Epijed,51
Shyamoli,Fakirapool,22
Shyamoli,Farmgate,15
Shyamoli,Fulbaria,26
Shyamoli,Gabtoli,10
Shyamoli,Ghatachar,20
Shyamoli,Gulistan,26
Shyamoli,Gulistan Moor,22
Shyamoli,Gulshan-1,25
Shyamoli,Hanif Flyover,26
Shyamoli,Hemayetpur,26
Shyamoli,Housing Building,48
Shyamoli,Islampur,80
Shyamoli,Ittifaq,22
Shyamoli,Japan Garden City,10
Shyamoli,Jasimuddin,45
Shyamoli,Jatrabari,80
Shyamoli,Jigatola,10
Shyamoli,Kachpur,56
Shyamoli,Kakoli,20
Shyamoli,Kakrail,18
Shyamoli,Kalabagan,13
Shyamoli,Kalampur,96
Shyamoli,Kallshi,26
Shyamoli,Kalyanpur,10
Shyamoli,Kamarpara,60
Shyamoli,Kamlapur,26
Shyamoli,Kataban,16
Shyamoli,Kawranbazar,11
Shyamoli,Keraniganj (Notun Jela Khana),42
Shyamoli,Khilgaon Railgate,82
Shyamoli,Khilgaon Taltola,88
Shyamoli,Kurmitola General Hospital,30
Shyamoli,Madanpur,45
Shyamoli,Majar Road,14
Shyamoli,Manikganj,112
Shyamoli,Matsabhaban,14
Shyamoli,Mirpur Majar Road,11
Shyamoli,Mirpur-1,13
Shyamoli,Mirpur-10,15
Shyamoli,Mirpur-11,16
Shyamoli,Mirpur-12,22
Shyamoli,Mirpur-14,14
Shyamoli,Mirpur-2,19
Shyamoli,Mohakhali,18
Shyamoli,Mohammadpur,10
Shyamoli,Mohammadpur (Japan Garden City),10
Shyamoli,Mohammadpur Shia Mosque,10
Shyamoli,Mohammadpur Stand,10
Shyamoli,Motijheel,38
Shyamoli,Motijheel (Shapla Chattar),23
Shyamoli,Nabinagar,65
Shyamoli,Nabinagar (Savar),88
Shyamoli,Nandan Park,96
Shyamoli,New Market,12
Shyamoli,Nilkhet,10
Shyamoli,Original Dash,16
Shyamoli,Palashi,20
Shyamoli,Palton,32
Shyamoli,Paturia,198
Shyamoli,Postogola,33
Shyamoli,Press Club,26
Shyamoli,Purabi,19
Shyamoli,Rampura Bridge,24
Shyamoli,Rasel Square,10
Shyamoli,Rayerbag,29
Shyamoli,Sainboard,78
Shyamoli,Savar,43
Shyamoli,Sayedabad,50
Shyamoli,Science Lab,16
Shyamoli,Shahbag,18
Shyamoli,Shahbagh,22
Shyamoli,Shankor,10
Shyamoli,Shapla Chattar,23
Shyamoli,Shewra Bazar,36
Shyamoli,Shigomela,10
Shyamoli,Shonir Akhra,58
Shyamoli,Sonargaon,79
Shyamoli,Stadium,21
Shyamoli,Sukrabad,10
Shyamoli,Tati Bazar,26
Shyamoli,Technical,10
Shyamoli,Tikatuli,42
Shyamoli,Titipadar,26
Shyamoli,Uthulli,167
Shyamoli,Uttara,44
Shyamoli,Uttara Diayabari,52
Shyamoli,Victoria Park,22
Shyamoli,Zippo,35
Shyamoli Ring Road,Abdullahpur,55
Shyamoli Ring Road,Agargaon,10
Shyamoli Ring Road,Airport,46
Shyamoli Ring Road,Bonshri,42
Shyamoli Ring Road,Dhour,69
Shyamoli Ring Road,ISBI Chattar,30
Shyamoli Ring Road,Japan Garden City,10
Shyamoli Ring Road,Kallshi,25
Shyamoli Ring Road,Mirpur-10,14
Shyamoli Ring Road,Mohakhali,10
Shyamoli Ring Road,Mohammadpur Shia Mosque,10
Shyamoli Ring Road,Rampura,33
Shyamoli Ring Road,Shewra Para,10
Sifipur,Airport,68
Sifipur,Chandra,15
Sifipur,Fulbaria,120
Sifipur,Gazipur,42
Sifipur,Jagannath University,125
Sifipur,Kakrail,109
Sifipur,Konabari,17
Sifipur,Moghbazar,100
Sifipur,Mohakhali,88
Sifipur,Palton,114
Sifipur,Tingi,55
Sobhanbag,Azimpur,10
Sobhanbag,Bosila,12
Sobhanbag,Bosila Sinengi Stand,10
Sobhanbag,Chankharpul,10
Sobhanbag,Gausia/Chidanichak,10
Sobhanbag,Ghatachar,16
Sobhanbag,Gwashpur,13
Sobhanbag,Kalabagan,10
Sobhanbag,Mohammadpur (Bosila Road),10
Sobhanbag,Mohammadpur Bus Stand,10
